Round,Accuracy
1,16.841666666666665
2,11.616666666666667
3,9.466666666666667
4,9.791666666666666
5,12.516666666666667
6,17.291666666666668
7,10.183333333333334
8,8.783333333333333
9,10.258333333333333
10,9.558333333333334
11,13.7
12,15.358333333333333
13,13.408333333333333
14,15.991666666666667
15,15.15
16,9.75
17,11.591666666666667
18,7.35
19,9.458333333333334
20,8.916666666666666
21,8.475
22,7.341666666666667
23,8.375
24,11.6
25,9.416666666666666
26,12.575
27,9.4
28,10.933333333333334
29,12.2
30,11.725
31,12.7
32,15.966666666666667
33,16.191666666666666
34,14.5
35,11.05
36,14.241666666666667
37,14.908333333333333
38,14.358333333333333
39,13.008333333333333
40,11.041666666666666
41,10.5
42,11.016666666666667
43,10.108333333333333
44,10.408333333333333
45,11.333333333333334
46,16.583333333333332
47,13.025
48,12.758333333333333
49,9.733333333333333
50,11.283333333333333
51,10.066666666666666
52,11.475
53,10.808333333333334
54,11.091666666666667
55,11.341666666666667
56,10.583333333333334
57,9.533333333333333
58,11.166666666666666
59,10.916666666666666
60,14.058333333333334
61,12.625
62,15.316666666666666
63,17.208333333333332
64,15.6
65,16.75
66,18.25
67,18.15
68,18.766666666666666
69,18.341666666666665
70,18.058333333333334
71,17.341666666666665
72,14.691666666666666
73,16.7
74,19.908333333333335
75,19.25
76,14.316666666666666
77,17.033333333333335
78,15.308333333333334
79,17.116666666666667
80,17.308333333333334
81,15.608333333333333
82,13.033333333333333
83,12.858333333333333
84,11.375
85,9.65
86,11.0
87,12.341666666666667
88,11.483333333333333
89,9.85
90,10.958333333333334
91,11.716666666666667
92,11.791666666666666
93,12.65
94,10.658333333333333
95,10.025
96,8.55
97,8.841666666666667
98,8.8
99,8.525
100,10.233333333333333
101,11.008333333333333
102,10.183333333333334
103,7.5
104,7.35
105,7.133333333333334
106,6.525
107,6.933333333333334
108,7.208333333333333
109,9.166666666666666
110,9.95
111,10.391666666666667
112,10.141666666666667
113,11.375
114,11.233333333333333
115,10.008333333333333
116,9.441666666666666
117,10.375
118,11.825
119,11.516666666666667
120,9.458333333333334
121,10.141666666666667
122,10.616666666666667
123,10.525
124,11.25
125,10.841666666666667
126,11.658333333333333
127,9.758333333333333
128,10.858333333333333
129,10.283333333333333
130,12.083333333333334
131,11.0
132,11.358333333333333
133,10.391666666666667
134,10.641666666666667
135,11.083333333333334
136,11.841666666666667
137,11.466666666666667
138,11.583333333333334
139,10.733333333333333
140,12.175
141,11.6
142,13.958333333333334
143,14.741666666666667
144,13.741666666666667
145,15.058333333333334
146,15.275
147,15.1
148,14.5
149,14.141666666666667
150,14.083333333333334
151,15.158333333333333
152,14.383333333333333
153,12.908333333333333
154,11.708333333333334
155,12.016666666666667
156,12.733333333333333
157,12.225
158,12.041666666666666
159,12.608333333333333
160,10.858333333333333
161,10.758333333333333
162,10.766666666666667
163,11.65
164,10.291666666666666
165,8.75
166,9.708333333333334
167,8.925
168,7.55
169,5.916666666666667
170,5.8
171,7.016666666666667
172,7.541666666666667
173,9.325
174,9.716666666666667
175,6.658333333333333
176,8.0
177,10.308333333333334
178,12.558333333333334
179,12.95
180,12.666666666666666
181,10.3
182,8.458333333333334
183,7.25
184,7.216666666666667
185,5.716666666666667
186,7.183333333333334
187,7.216666666666667
188,8.991666666666667
189,10.95
190,8.883333333333333
191,8.391666666666667
192,7.641666666666667
193,7.025
194,6.308333333333334
195,6.125
196,7.541666666666667
197,6.566666666666666
198,6.966666666666667
199,7.0
200,6.033333333333333
