Round,Accuracy
1,12.72
2,15.94
3,17.44
4,17.38
5,17.32
6,16.77
7,16.97
8,17.27
9,18.0
10,19.34
11,20.43
12,21.07
13,22.39
14,22.86
15,23.06
16,23.28
17,23.62
18,23.78
19,24.22
20,24.58
21,24.8
22,25.52
23,26.02
24,26.36
25,26.61
26,26.75
27,27.01
28,27.06
29,27.23
30,27.62
31,27.69
32,27.89
33,28.01
34,28.04
35,28.34
36,28.29
37,28.55
38,28.52
39,28.67
40,28.96
41,29.04
42,29.1
43,29.22
44,29.37
45,29.53
46,29.7
47,29.79
48,30.01
49,29.9
50,30.45
51,30.38
52,30.47
53,30.75
54,30.87
55,30.98
56,31.25
57,31.22
58,31.24
59,31.46
60,31.65
61,31.91
62,31.79
63,32.08
64,32.04
65,32.14
66,32.5
67,32.7
68,32.52
69,32.58
70,32.8
71,33.03
72,33.07
73,32.96
74,33.24
75,33.3
76,33.43
77,33.51
78,33.49
79,33.74
80,33.51
81,33.73
82,33.69
83,33.9
84,33.82
85,33.96
86,34.03
87,34.03
88,33.99
89,34.28
90,34.28
91,34.37
92,34.28
93,34.34
94,34.36
95,34.63
96,34.49
97,34.52
98,34.57
99,34.68
100,34.6
101,34.81
102,34.77
103,34.82
104,34.97
105,34.93
106,34.91
107,35.05
108,34.97
109,35.11
110,35.28
111,35.24
112,35.17
113,35.31
114,35.06
115,35.27
116,35.34
117,35.33
118,35.36
119,35.54
120,35.57
121,35.54
122,35.5
123,35.78
124,35.7
125,35.62
126,35.71
127,35.72
128,35.74
129,35.82
130,35.72
131,35.86
132,35.85
133,36.05
134,36.03
135,36.0
136,36.03
137,36.15
138,36.1
139,36.17
140,36.19
141,36.26
142,36.22
143,36.18
144,36.25
145,36.21
146,36.39
147,36.24
148,36.29
149,36.39
150,36.37
151,36.36
152,36.31
153,36.34
154,36.39
155,36.41
156,36.4
157,36.46
158,36.39
159,36.43
160,36.42
161,36.46
162,36.48
163,36.71
164,36.67
165,36.73
166,36.72
167,36.67
168,36.69
169,36.71
170,36.65
171,36.7
172,36.72
173,36.81
174,36.76
175,36.85
176,36.78
177,36.89
178,36.76
179,36.87
180,36.82
181,36.86
182,36.78
183,36.89
184,36.97
185,37.06
186,37.07
187,36.94
188,36.99
189,37.04
190,37.06
191,37.16
192,37.16
193,37.42
194,37.25
195,37.3
196,37.3
197,37.42
198,37.33
199,37.49
200,37.37
