Round,Accuracy
1,26.67
2,29.75
3,31.76
4,33.36
5,34.77
6,35.84
7,36.34
8,37.1
9,38.09
10,38.3
11,38.55
12,39.19
13,39.63
14,40.47
15,40.6
16,41.0
17,41.6
18,41.9
19,42.01
20,42.1
