Round,Accuracy
1,38.28
2,47.67
3,52.59
4,55.96
5,59.04
6,60.7
7,61.82
8,63.76
9,64.92
10,66.04
11,67.36
12,68.5
13,69.08
14,69.95
15,70.43
16,70.13
17,70.6
18,71.28
19,71.19
20,71.43
