Round,Accuracy
1,10.9
2,9.96
3,11.32
4,12.68
5,12.21
6,15.99
7,12.46
8,14.35
9,11.6
10,13.38
11,13.97
12,15.86
13,13.65
14,15.03
15,15.8
16,14.74
17,13.69
18,13.32
19,14.21
20,17.13
21,13.2
22,13.72
23,12.73
24,14.26
25,14.72
26,15.36
27,15.76
28,13.5
29,14.11
30,12.24
31,15.14
32,14.07
33,15.86
34,14.87
35,14.35
36,14.04
37,15.87
38,14.66
39,15.01
40,15.88
41,14.92
42,14.52
43,12.69
44,12.56
45,13.06
46,11.2
47,11.45
48,11.03
49,11.3
50,11.38
51,11.95
52,11.83
53,11.17
54,11.8
55,11.13
56,11.37
57,12.61
58,13.32
59,14.64
60,12.02
61,14.12
62,11.89
63,12.01
64,10.78
65,10.96
66,11.48
67,10.14
68,10.65
69,10.38
70,11.8
71,10.43
72,9.99
73,10.24
74,10.88
75,9.51
76,10.37
77,10.43
78,11.07
79,10.72
80,10.35
81,11.36
82,10.28
83,11.11
84,10.46
85,10.75
86,10.47
87,9.38
88,8.19
89,10.2
90,10.72
91,10.42
92,11.35
93,10.37
94,10.29
95,10.01
96,10.08
97,10.48
98,9.87
99,10.27
100,10.19
101,10.61
102,10.94
103,10.48
104,10.06
105,9.22
106,8.94
107,10.43
108,10.06
109,10.21
110,9.36
111,10.8
112,10.3
113,10.35
114,9.86
115,9.96
116,9.84
117,11.32
118,9.11
119,9.24
120,9.4
121,9.5
122,9.64
123,10.17
124,10.49
125,10.53
126,10.06
127,9.84
128,9.75
129,9.87
130,8.68
131,10.19
132,10.96
133,10.18
134,9.51
135,8.98
136,9.46
137,10.18
138,10.18
139,9.34
140,9.48
141,9.53
142,9.81
143,10.11
144,10.26
145,9.81
146,9.79
147,10.0
148,9.88
149,10.63
150,10.2
