Round,Accuracy
1,10.31
2,11.778
3,14.112
4,14.904
5,14.126
6,15.192
7,14.522
8,14.444
9,15.71
10,14.244
11,16.582
12,13.63
13,13.502
14,15.002
15,13.648
16,12.428
17,14.058
18,13.036
19,11.576
20,10.68
21,11.56
22,11.848
23,12.364
24,12.368
25,11.118
26,11.748
27,11.478
28,10.866
29,10.358
30,10.756
31,10.608
32,10.242
33,11.154
34,9.976
35,10.926
36,10.734
37,9.392
38,10.158
39,9.834
40,10.954
41,10.538
42,9.936
43,10.184
44,9.674
45,10.368
46,10.458
47,10.402
48,9.99
49,9.946
50,10.404
51,10.458
52,10.184
53,10.368
54,10.06
55,10.33
56,10.162
57,9.94
58,9.978
59,10.006
60,9.984
61,10.2
62,9.982
63,10.178
64,10.016
65,10.114
66,9.886
67,10.308
68,10.064
69,10.082
70,10.11
71,10.398
72,10.268
73,10.564
74,9.954
75,9.59
76,9.604
77,10.126
78,10.424
79,10.224
80,10.406
81,10.244
82,10.246
83,9.714
84,10.138
85,9.966
86,10.028
87,10.416
88,10.176
89,10.3
90,10.114
91,10.172
92,10.128
93,10.286
94,9.914
95,10.212
96,9.934
97,10.206
98,10.374
99,9.908
100,9.762
