Round,Accuracy
1,10.75
2,6.54
3,8.17
4,11.79
5,15.2
6,15.91
7,13.28
8,13.48
9,15.73
10,13.03
11,13.4
12,15.93
13,16.29
14,16.03
15,17.28
16,16.54
17,18.57
18,17.77
19,22.22
20,19.16
21,20.04
22,20.02
23,19.75
24,22.55
25,21.61
26,23.14
27,22.76
28,25.39
29,22.77
30,24.97
31,23.68
32,23.54
33,26.37
34,26.8
35,28.33
36,28.31
37,28.57
38,28.7
39,27.59
40,29.18
41,30.14
42,31.23
43,30.3
44,28.98
45,30.85
46,30.53
47,28.14
48,28.8
49,27.74
50,28.84
51,29.86
52,31.09
53,28.89
54,28.84
55,26.32
56,26.75
57,26.5
58,26.54
59,25.42
60,27.84
61,25.24
62,26.59
63,27.16
64,26.68
65,25.6
66,26.71
67,27.63
68,27.14
69,26.69
70,26.77
71,24.71
72,24.65
73,25.38
74,25.83
75,24.04
76,24.7
77,25.86
78,27.16
79,28.25
80,27.7
81,26.76
82,26.72
83,28.16
84,26.45
85,25.78
86,27.16
87,27.62
88,27.84
89,27.32
90,27.7
91,29.47
92,30.0
93,29.09
94,29.0
95,27.32
96,29.18
97,28.08
98,28.41
99,28.0
100,26.89
