Round,Accuracy
1,10.76
2,11.27
3,9.4
4,10.24
5,13.65
6,13.82
7,13.49
8,15.61
9,15.82
10,18.91
11,20.64
12,20.88
13,15.19
14,15.03
15,20.07
16,21.86
17,22.36
18,20.47
19,21.5
20,17.06
21,16.69
22,17.82
23,15.91
24,16.98
25,17.74
26,15.03
27,15.68
28,16.7
29,19.19
30,18.55
31,19.81
32,19.84
33,20.04
34,17.53
35,20.2
36,19.2
37,16.91
38,20.68
39,20.34
40,20.87
41,22.04
42,24.01
43,24.72
44,21.09
45,21.4
46,20.3
47,19.77
48,21.47
49,20.97
50,21.69
51,19.24
52,18.73
53,18.94
54,18.82
55,19.76
56,21.16
57,20.56
58,20.17
59,20.88
60,22.07
61,22.76
62,24.96
63,23.93
64,23.36
65,23.18
66,20.28
67,21.0
68,22.25
69,22.42
70,25.36
71,22.74
72,21.47
73,20.11
74,21.39
75,20.96
76,20.67
77,22.04
78,21.02
79,22.46
80,21.83
81,25.07
82,26.05
83,24.47
84,23.26
85,22.83
86,23.13
87,22.83
88,23.1
89,23.6
90,23.41
91,22.59
92,20.35
93,22.86
94,22.7
95,24.44
96,24.0
97,23.26
98,25.44
99,25.54
100,28.63
