Round,Accuracy
1,14.09
2,10.37
3,10.72
4,12.88
5,13.03
6,14.21
7,17.84
8,14.71
9,14.65
10,16.45
11,17.30
12,14.17
13,14.20
14,16.11
15,13.95
16,15.24
17,17.05
18,19.63
19,15.62
20,18.81
21,20.88
22,20.32
23,19.50
24,21.13
25,21.16
26,21.27
27,18.25
28,13.60
29,11.61
30,11.65
31,13.95
32,13.42
33,12.53
34,13.88
35,13.81
36,14.74
37,14.72
38,15.05
39,16.42
40,18.44
41,19.35
42,21.14
43,21.62
44,19.28
45,19.29
46,21.75
47,21.94
48,22.16
49,24.00
50,22.91
51,25.20
52,22.48
53,23.24
54,26.88
55,22.81
56,24.15
57,23.05
58,23.65
59,21.31
60,21.65
61,22.45
62,23.93
63,25.87
64,22.66
65,20.50
66,22.16
67,21.30
68,23.24
69,23.93
70,26.82
71,24.47
72,26.27
73,26.59
74,27.31
75,28.51
76,28.36
77,28.48
78,28.16
79,28.08
80,27.48
81,28.73
82,28.92
83,28.13
84,28.33
85,28.39
86,28.15
87,28.20
88,29.05
89,30.49
90,32.65
91,31.64
92,29.90
93,30.89
94,30.31
95,30.43
96,30.85
97,30.28
98,31.20
99,30.17
100,30.29
