Round,Accuracy
1,8.38
2,7.82
3,10.59
4,7.11
5,10.78
6,8.69
7,15.19
8,16.60
9,16.38
10,18.61
11,19.66
12,16.64
13,18.43
14,18.50
15,24.66
16,17.12
17,20.22
18,17.74
19,20.27
20,17.37
21,17.20
22,17.90
23,17.32
24,15.70
25,20.05
26,20.00
27,20.53
28,16.61
29,15.98
30,18.36
31,21.26
32,21.76
33,21.03
34,21.03
35,19.94
36,19.05
37,21.55
38,21.95
39,22.60
40,26.46
41,21.89
42,21.76
43,22.85
44,23.79
45,24.54
46,25.10
47,25.77
48,23.88
49,21.63
50,25.54
51,25.32
52,24.52
53,27.32
54,28.76
55,28.71
56,30.46
57,28.63
58,29.41
59,31.48
60,31.67
61,32.94
62,33.55
63,32.68
64,33.06
65,31.70
66,29.91
67,30.73
68,30.74
69,31.43
70,31.06
71,32.97
72,32.66
73,31.36
74,30.50
75,29.15
76,29.69
77,30.38
78,29.74
79,28.00
80,28.57
81,29.48
82,28.16
83,29.13
84,32.71
85,36.01
86,36.24
87,35.46
88,35.29
89,32.83
90,32.41
91,31.53
92,32.20
93,29.82
94,28.90
95,30.69
96,30.75
97,33.59
98,34.97
99,34.32
100,36.53
