Round,Accuracy
1,9.52
2,12.07
3,8.29
4,12.4
5,18.46
6,15.76
7,16.88
8,18.05
9,20.72
10,19.05
11,20.97
12,18.79
13,20.13
14,19.9
15,18.6
16,19.89
17,19.12
18,18.57
19,22.78
20,20.93
21,23.96
22,21.34
23,25.87
24,22.95
25,23.54
26,24.19
27,22.73
28,19.68
29,19.77
30,19.99
31,20.4
32,18.59
33,21.59
34,20.92
35,19.46
36,22.44
37,23.67
38,24.27
39,26.56
40,24.0
41,26.71
42,28.75
43,27.75
44,29.53
45,32.1
46,32.51
47,32.15
48,31.76
49,32.1
50,33.1
51,33.02
52,31.25
53,31.38
54,33.07
55,34.09
56,30.7
57,31.36
58,29.61
59,30.96
60,32.42
61,33.49
62,33.64
63,31.92
64,33.86
65,33.37
66,31.87
67,33.05
68,32.07
69,31.74
70,32.77
71,34.71
72,35.91
73,35.02
74,35.07
75,34.76
76,34.66
77,34.22
78,35.16
79,34.55
80,33.59
81,33.03
82,32.09
83,32.27
84,30.39
85,29.58
86,28.94
87,30.46
88,30.6
89,32.29
90,33.01
91,32.42
92,31.7
93,31.71
94,32.57
95,31.99
96,31.86
97,31.55
98,32.41
99,31.94
100,31.71
