Round,Accuracy
1,17.33
2,14.06
3,12.91
4,11.57
5,13.09
6,16.14
7,17.73
8,18.81
9,15.9
10,18.46
11,13.95
12,17.09
13,19.49
14,21.68
15,18.82
16,18.03
17,18.39
18,16.19
19,18.41
20,16.69
21,16.12
22,13.96
23,17.71
24,18.06
25,20.68
26,23.75
27,26.56
28,22.51
29,24.09
30,20.92
31,22.71
32,24.22
33,26.34
34,23.3
35,23.93
36,21.33
37,21.95
38,21.85
39,22.65
40,24.69
41,22.85
42,24.39
43,25.27
44,27.1
45,25.46
46,27.21
47,29.26
48,28.32
49,26.98
50,26.84
51,26.16
52,26.34
53,26.66
54,26.98
55,25.26
56,27.45
57,27.45
58,27.19
59,24.39
60,23.61
61,22.0
62,20.24
63,20.78
64,21.31
65,20.54
66,21.8
67,23.29
68,23.75
69,22.36
70,23.51
71,23.21
72,22.8
73,22.05
74,24.48
75,23.76
76,23.47
77,25.77
78,24.17
79,24.57
80,25.33
81,24.62
82,24.27
83,24.68
84,24.09
85,26.01
86,26.38
87,26.89
88,27.21
89,27.05
90,25.12
91,23.72
92,26.7
93,27.0
94,27.54
95,26.8
96,27.28
97,26.66
98,27.7
99,27.48
100,26.69
