Round,Accuracy
1,9.97
2,8.82
3,10.85
4,15.02
5,9.9
6,12.92
7,13.08
8,13.61
9,12.81
10,14.72
11,13.91
12,15.76
13,12.37
14,10.46
15,13.53
16,13.06
17,12.17
18,11.2
19,12.43
20,13.36
21,12.27
22,11.9
23,11.48
24,14.2
25,16.46
26,14.29
27,14.33
28,12.06
29,12.97
30,13.95
31,18.19
32,19.0
33,22.6
34,22.42
35,24.54
36,24.53
37,24.02
38,24.36
39,25.24
40,25.67
41,25.81
42,26.83
43,26.37
44,25.82
45,24.91
46,22.22
47,21.56
48,26.23
49,27.3
50,26.28
51,23.44
52,24.57
53,25.71
54,24.04
55,24.73
56,26.03
57,24.9
58,24.53
59,26.49
60,27.11
61,26.91
62,28.1
63,28.18
64,26.91
65,25.73
66,27.37
67,29.17
68,30.3
69,30.96
70,30.48
71,30.67
72,29.92
73,30.77
74,31.33
75,31.3
76,30.75
77,29.56
78,29.14
79,29.56
80,29.8
81,27.84
82,27.59
83,30.79
84,29.33
85,30.01
86,32.76
87,31.44
88,32.28
89,31.01
90,31.23
91,31.88
92,31.48
93,32.36
94,30.8
95,30.79
96,31.18
97,30.94
98,29.93
99,29.19
100,27.81
