Round,Accuracy
1,28.93
2,47.2
3,55.45
4,60.35
5,56.46
6,61.79
7,63.0
8,63.54
9,64.76
10,64.46
11,63.37
12,64.88
13,65.7
14,62.92
15,65.28
16,60.45
17,62.2
18,62.07
19,61.91
20,64.35
21,62.74
22,63.5
23,63.75
24,64.07
25,65.93
26,63.74
27,64.55
28,65.8
29,66.48
30,65.13
31,62.72
32,65.06
33,64.55
34,66.31
35,66.63
36,64.84
37,65.34
38,65.46
39,63.3
40,64.32
41,63.88
42,65.63
43,63.65
44,64.05
45,63.82
46,66.0
47,66.14
48,64.55
49,65.07
50,64.59
51,65.36
52,64.93
53,66.63
54,66.62
55,66.06
56,65.6
57,66.37
58,65.2
59,64.81
60,64.57
61,64.36
62,63.79
63,63.66
64,65.04
65,63.55
66,64.92
67,63.24
68,62.34
69,62.28
70,61.25
71,62.93
72,64.22
73,63.55
74,63.28
75,62.63
76,62.99
77,61.44
78,61.18
79,61.64
80,61.53
81,62.92
82,64.23
83,64.77
84,61.86
85,63.39
86,62.34
87,63.53
88,63.52
89,63.34
90,62.76
91,63.51
92,61.68
93,61.75
94,60.67
95,60.16
96,60.45
97,57.85
98,58.42
99,56.5
100,57.67
