1 34.92
2 43.57
3 50.23
4 46.44
5 53.67
6 56.83
7 58.15
8 56.5
9 61.14
10 54.9
11 60.99
12 61.28
13 62.27
14 63.17
15 61.59
16 62.31
17 61.69
18 62.84
19 62.05
20 61.84
21 61.64
22 60.76
23 61.18
24 62.09
25 61.51
26 60.34
27 61.65
28 60.91
29 61.49
30 57.27
31 60.43
32 60.53
33 56.23
34 61.22
35 56.7
36 56.8
37 60.65
38 58.62
39 60.52
40 59.33
41 59.93
42 58.7
43 58.11
44 60.05
45 59.35
46 58.23
47 58.99
48 60.19
49 57.58
50 60.19
51 58.92
52 58.85
53 58.99
54 59.4
55 59.3
56 58.69
57 58.94
58 58.82
59 56.87
60 57.62
61 58.83
62 57.87
63 58.63
64 58.86
65 59.07
66 59.05
67 58.67
68 56.67
69 59.46
70 58.04
71 59.31
72 58.52
73 58.07
74 58.07
75 56.7
76 57.78
77 57.89
78 55.36
79 58.13
80 58.8
81 57.66
82 58.51
83 57.85
84 56.88
85 58.5
86 58.23
87 58.77
88 58.3
89 58.3
90 58.64
91 57.4
92 58.64
93 57.34
94 57.45
95 57.06
96 57.52
97 58.37
98 57.79
99 57.05
100 57.49
101 57.76
102 57.08
103 58.68
104 57.72
105 56.87
106 57.32
107 58.83
108 57.94
109 57.75
110 57.51
111 57.96
112 57.6
113 57.37
114 57.05
115 57.17
116 58.36
117 57.32
118 55.62
119 57.58
120 57.16
121 56.58
122 57.4
123 57.91
124 57.07
125 57.04
