Round,Accuracy
1,18.211666666666666
2,37.108333333333334
3,42.825
4,40.25666666666667
5,49.855
6,54.21333333333333
7,53.97
8,57.02
9,55.303333333333335
10,55.21666666666667
11,55.20166666666667
12,54.94833333333333
13,57.125
14,56.86833333333333
15,59.461666666666666
16,60.595
17,56.60166666666667
18,60.861666666666665
19,61.096666666666664
20,61.59
21,61.94833333333333
22,59.26833333333333
23,59.905
24,59.37166666666667
25,58.95
26,57.175
27,56.32833333333333
28,59.3
29,56.275
30,57.983333333333334
31,56.81166666666667
32,58.50333333333333
33,60.001666666666665
34,60.49666666666667
35,59.23833333333334
36,58.46666666666667
37,59.016666666666666
38,56.68666666666667
39,57.58166666666666
40,60.29
41,59.85333333333333
42,59.58833333333333
43,59.61333333333334
44,57.495
45,57.068333333333335
46,56.44166666666667
47,54.88666666666666
48,53.901666666666664
49,54.69
50,52.88
51,49.565
52,51.45666666666666
53,49.12166666666667
54,45.53
55,41.46333333333333
56,43.21333333333333
57,39.651666666666664
58,44.01833333333333
59,38.39
60,40.06666666666667
61,37.135
62,32.735
63,35.4
64,34.075
65,30.511666666666667
66,27.24
67,29.968333333333334
68,30.053333333333335
69,32.44
70,34.45333333333333
71,35.1
72,34.12166666666667
73,35.343333333333334
74,35.016666666666666
75,33.31166666666667
76,32.07666666666667
77,34.12833333333333
78,33.223333333333336
79,32.25
80,31.221666666666668
81,35.43666666666667
82,33.75333333333333
83,34.53
84,31.19
85,32.486666666666665
86,30.268333333333334
87,31.761666666666667
88,28.023333333333333
89,25.738333333333333
90,24.616666666666667
91,23.77166666666667
92,23.038333333333334
93,23.136666666666667
94,22.308333333333334
95,22.916666666666668
96,24.93
97,24.935
98,30.766666666666666
99,27.011666666666667
100,26.3
