Round,Accuracy
1,10.508
2,9.546
3,8.07
4,10.586
5,11.216
6,12.406
7,11.72
8,11.516
9,12.62
10,11.92
11,11.924
12,11.556
13,10.686
14,10.956
15,9.54
16,10.392
17,10.428
18,11.086
19,9.558
20,10.304
21,11.082
22,11.098
23,10.822
24,11.0
25,11.69
26,10.084
27,10.164
28,10.838
29,9.344
30,10.71
31,9.974
32,10.964
33,10.82
34,12.032
35,12.758
36,12.7
37,13.106
38,13.91
39,13.04
40,11.776
41,11.602
42,12.718
43,12.208
44,12.382
45,12.468
46,12.124
47,11.738
48,11.726
49,12.362
50,12.762
51,12.754
52,13.136
53,13.34
54,13.366
55,12.67
56,14.5
57,13.37
58,13.456
59,13.542
60,12.978
61,12.904
62,12.16
63,13.194
64,11.918
65,12.348
66,13.74
67,14.45
68,13.686
69,12.916
70,12.912
71,13.586
72,13.77
73,14.896
74,14.922
75,14.236
76,13.384
77,12.564
78,12.47
79,12.446
80,12.292
81,11.362
82,10.89
83,11.416
84,11.976
85,12.444
86,12.482
87,11.578
88,12.296
89,12.53
90,11.772
91,11.854
92,12.09
93,12.342
94,12.156
95,12.418
96,12.83
97,13.49
98,14.0
99,14.254
100,14.188
