Round,Accuracy
1,28.391666666666666
2,47.025
3,54.075
4,55.516666666666666
5,61.225
6,66.16666666666667
7,65.725
8,70.89166666666667
9,66.725
10,72.3
11,71.85833333333333
12,74.43333333333334
13,73.575
14,75.19166666666666
15,74.93333333333334
16,76.0
17,77.19166666666666
18,77.94166666666666
19,75.20833333333333
20,77.20833333333333
21,76.9
22,78.125
23,78.56666666666666
24,77.54166666666667
25,78.01666666666667
26,78.2
27,78.95833333333333
28,76.175
29,78.23333333333333
30,77.40833333333333
31,78.35833333333333
32,78.74166666666666
33,78.56666666666666
34,77.71666666666667
35,78.73333333333333
36,78.94166666666666
37,78.60833333333333
38,78.85
39,79.33333333333333
40,79.54166666666667
41,79.13333333333334
42,80.28333333333333
43,79.51666666666667
44,78.725
45,79.85
46,79.175
47,78.54166666666667
48,78.20833333333333
49,77.91666666666667
50,78.94166666666666
51,77.675
52,77.80833333333334
53,78.525
54,77.8
55,77.25
56,77.6
57,76.45
58,77.8
59,77.75833333333334
60,77.78333333333333
61,77.31666666666666
62,77.69166666666666
63,77.45833333333333
64,76.94166666666666
65,76.375
66,75.875
67,76.21666666666667
68,74.05
69,75.78333333333333
70,76.21666666666667
71,76.75
72,75.89166666666667
73,76.35833333333333
74,75.89166666666667
75,76.65833333333333
76,76.30833333333334
77,76.325
78,76.29166666666667
79,76.14166666666667
80,76.625
81,76.39166666666667
82,76.08333333333333
83,76.25
84,77.075
85,75.56666666666666
86,75.375
87,75.23333333333333
88,74.66666666666667
89,75.275
90,75.16666666666667
91,75.40833333333333
92,75.025
93,75.68333333333334
94,76.29166666666667
95,76.425
96,76.1
97,76.23333333333333
98,75.8
99,76.34166666666667
100,76.13333333333334
101,74.7
102,75.675
103,76.28333333333333
104,75.925
105,76.61666666666666
106,76.275
107,75.93333333333334
108,76.225
109,75.76666666666667
110,74.65
111,74.35833333333333
112,74.65833333333333
113,75.05
114,75.54166666666667
115,75.825
116,76.45833333333333
117,76.50833333333334
118,75.33333333333333
119,75.575
120,75.875
121,75.73333333333333
122,76.15833333333333
123,75.55833333333334
124,74.13333333333334
125,75.16666666666667
126,75.35
127,75.6
128,75.50833333333334
129,74.9
130,74.81666666666666
131,74.19166666666666
132,73.80833333333334
133,73.69166666666666
134,75.03333333333333
135,75.35
136,75.64166666666667
137,74.69166666666666
138,75.61666666666666
139,76.53333333333333
140,76.40833333333333
141,76.25
142,75.03333333333333
143,74.675
144,75.78333333333333
145,75.88333333333334
146,76.46666666666667
147,75.9
148,76.51666666666667
149,76.45833333333333
150,76.975
