Round,Accuracy
1,10.32
2,7.26
3,12.12
4,12.77
5,8.36
6,12.52
7,11.61
8,11.13
9,14.05
10,12.78
11,15.87
12,17.62
13,18.26
14,19.44
15,17.42
16,17.37
17,18.91
18,19.20
19,23.33
20,22.57
21,23.04
22,24.02
23,23.22
24,19.55
25,19.08
26,17.07
27,18.47
28,16.97
29,18.33
30,22.21
31,20.57
32,20.77
33,21.16
34,24.53
35,25.58
36,25.33
37,23.07
38,22.96
39,24.84
40,23.16
41,22.77
42,25.43
43,26.87
44,23.00
45,25.39
46,25.18
47,23.87
48,24.59
49,26.02
50,25.34
51,22.84
52,22.48
53,21.46
54,23.58
55,24.45
56,25.22
57,23.31
58,24.48
59,21.89
60,21.27
61,23.79
62,24.39
63,23.54
64,20.97
65,23.87
66,26.57
67,27.00
68,26.80
69,25.80
70,27.57
71,26.95
72,26.39
73,26.77
74,25.59
75,25.12
76,25.18
77,25.68
78,25.25
79,27.74
80,26.25
81,24.91
82,24.93
83,24.70
84,26.01
85,24.98
86,22.51
87,23.97
88,22.77
89,23.28
90,24.04
91,24.64
92,25.78
93,26.41
94,26.88
95,28.44
96,28.68
97,27.74
98,27.58
99,28.99
100,30.86
