Round,Accuracy
1,14.96
2,12.0
3,10.18
4,10.31
5,12.18
6,13.37
7,16.34
8,15.76
9,13.75
10,17.28
11,17.51
12,15.17
13,16.96
14,20.73
15,20.61
16,21.19
17,24.25
18,20.02
19,20.28
20,16.06
21,17.35
22,18.79
23,17.51
24,19.4
25,20.37
26,17.32
27,16.36
28,18.86
29,23.37
30,25.83
31,26.89
32,26.73
33,28.18
34,26.09
35,28.22
36,28.52
37,28.58
38,29.89
39,26.52
40,26.07
41,25.2
42,29.3
43,28.96
44,30.64
45,28.83
46,28.51
47,29.07
48,28.5
49,27.54
50,27.52
51,26.89
52,26.22
53,27.43
54,25.34
55,25.48
56,27.05
57,27.96
58,29.21
59,27.64
60,27.22
61,28.77
62,29.28
63,28.52
64,28.29
65,28.06
66,28.51
67,27.54
68,28.64
69,30.48
70,31.39
71,31.34
72,30.78
73,29.94
74,29.33
75,30.46
76,29.29
77,29.9
78,29.75
79,30.8
80,29.59
81,29.59
82,29.87
83,28.95
84,26.01
85,25.84
86,26.16
87,27.04
88,27.57
89,28.48
90,27.72
91,27.07
92,25.7
93,27.3
94,29.18
95,30.09
96,31.5
97,32.57
98,32.88
99,31.7
100,30.21
