Round,Accuracy
1,9.02
2,11.32
3,9.03
4,10.26
5,10.35
6,11.49
7,10.09
8,11.91
9,12.52
10,9.45
11,10.54
12,11.03
13,10.84
14,11.91
15,11.59
16,10.11
17,9.69
18,12.98
19,13.62
20,10.22
21,11.18
22,13.47
23,10.64
24,10.48
25,11.74
26,9.63
27,10.35
28,9.93
29,10.99
30,10.61
31,11.54
32,12.06
33,12.22
34,12.24
35,12.98
36,11.13
37,10.58
38,11.95
39,11.79
40,11.34
41,11.71
42,11.65
43,11.29
44,11.18
45,11.48
46,10.92
47,10.23
48,10.66
49,10.89
50,10.31
51,10.86
52,11.1
53,9.97
54,10.13
55,9.63
56,9.91
57,9.74
58,9.46
59,10.27
60,10.32
61,9.84
62,9.97
63,9.35
64,8.98
65,10.62
66,10.16
67,10.27
68,10.44
69,10.93
70,10.63
71,10.47
72,11.44
73,11.27
74,9.98
75,10.82
76,11.16
77,11.98
78,11.2
79,10.61
80,10.33
81,10.11
82,10.02
83,11.38
84,10.82
85,10.86
86,10.75
87,10.65
88,11.17
89,11.82
90,11.76
91,11.52
92,11.59
93,12.64
94,13.06
95,13.25
96,12.83
97,12.91
98,12.29
99,12.63
100,11.53
101,10.36
102,11.41
103,11.21
104,11.31
105,10.55
106,11.61
107,11.51
108,11.99
109,12.78
110,12.56
111,12.36
112,12.76
113,12.26
114,12.98
115,13.05
116,11.69
117,10.97
118,10.62
119,11.58
120,12.0
121,12.62
122,12.33
123,11.97
124,11.77
125,11.36
126,11.55
127,11.43
128,11.01
129,11.76
130,10.8
131,11.66
132,11.87
133,12.1
134,13.23
135,12.75
136,11.47
137,10.53
138,10.3
139,11.68
140,12.08
141,11.99
142,11.86
143,11.09
144,12.25
145,11.07
146,10.87
147,10.93
148,11.88
149,11.51
150,11.44
