Round,Accuracy
1,9.70
2,9.81
3,7.33
4,10.46
5,12.48
6,12.53
7,12.25
8,9.72
9,11.31
10,10.97
11,10.05
12,11.30
13,17.34
14,14.55
15,18.51
16,16.27
17,14.59
18,17.34
19,18.09
20,18.04
21,21.65
22,21.22
23,18.20
24,18.08
25,18.00
26,16.93
27,20.17
28,18.30
29,20.29
30,18.25
31,19.79
32,23.07
33,22.75
34,23.40
35,18.80
36,20.17
37,20.07
38,21.40
39,19.82
40,21.92
41,20.78
42,19.53
43,17.79
44,16.76
45,18.17
46,21.20
47,18.50
48,21.55
49,24.48
50,23.00
51,23.17
52,23.79
53,23.22
54,21.13
55,21.55
56,22.71
57,22.75
58,24.76
59,26.70
60,26.96
61,25.01
62,25.32
63,23.78
64,25.49
65,23.06
66,23.83
67,24.28
68,24.88
69,26.58
70,25.71
71,24.64
72,22.94
73,23.61
74,24.95
75,26.52
76,26.86
77,24.41
78,25.27
79,27.27
80,25.68
81,25.12
82,26.66
83,28.60
84,29.28
85,29.40
86,30.02
87,31.35
88,30.95
89,30.54
90,31.98
91,32.77
92,32.34
93,31.68
94,31.55
95,31.86
96,31.12
97,31.57
98,33.11
99,33.60
100,31.67
