Round,Accuracy
1,12.11
2,9.61
3,8.04
4,9.12
5,13.96
6,15.82
7,14.39
8,15.93
9,19.28
10,18.85
11,16.62
12,16.35
13,14.92
14,14.72
15,15.12
16,12.31
17,15.73
18,15.09
19,16.75
20,17.28
21,15.93
22,17.45
23,18.47
24,17.58
25,19.12
26,20.37
27,18.37
28,17.8
29,22.69
30,22.55
31,20.17
32,19.85
33,20.82
34,19.56
35,19.2
36,18.53
37,21.79
38,20.8
39,20.36
40,19.38
41,19.75
42,21.61
43,23.82
44,23.36
45,22.09
46,22.6
47,22.19
48,20.55
49,23.06
50,21.28
51,18.65
52,19.15
53,20.17
54,20.59
55,21.71
56,23.43
57,22.66
58,23.67
59,24.29
60,23.62
61,23.63
62,24.73
63,25.95
64,23.2
65,27.51
66,29.89
67,28.84
68,26.8
69,27.57
70,27.98
71,29.68
72,30.39
73,29.73
74,28.46
75,25.52
76,24.84
77,25.54
78,25.95
79,28.57
80,29.3
81,28.22
82,29.77
83,29.58
84,31.14
85,31.95
86,31.7
87,29.32
88,30.14
89,32.6
90,32.62
91,31.78
92,30.76
93,31.77
94,32.52
95,31.83
96,32.92
97,31.48
98,31.57
99,30.22
100,30.89
