Round,Accuracy
1,9.22
2,14.71
3,12.0
4,14.6
5,15.69
6,16.41
7,15.12
8,17.24
9,15.4
10,19.21
11,16.11
12,19.85
13,21.47
14,19.04
15,22.97
16,19.57
17,19.71
18,20.56
19,23.54
20,27.35
21,25.15
22,27.72
23,24.08
24,22.53
25,20.48
26,22.73
27,23.98
28,24.59
29,21.52
30,24.33
31,26.67
32,23.9
33,24.2
34,22.75
35,23.95
36,24.57
37,21.81
38,21.74
39,21.43
40,23.35
41,25.77
42,24.47
43,26.03
44,23.16
45,24.98
46,24.76
47,25.5
48,24.19
49,25.54
50,25.68
51,25.34
52,25.11
53,26.24
54,25.82
55,25.39
56,26.05
57,26.03
58,25.76
59,23.93
60,24.71
61,27.92
62,28.51
63,27.45
64,29.47
65,26.81
66,26.88
67,26.44
68,28.69
69,30.26
70,28.95
71,30.77
72,30.54
73,30.43
74,30.68
75,30.57
76,29.2
77,29.38
78,30.31
79,28.42
80,28.77
81,30.56
82,28.83
83,29.03
84,29.71
85,30.17
86,28.21
87,28.59
88,29.13
89,31.57
90,32.8
91,33.87
92,32.38
93,30.61
94,31.14
95,30.75
96,30.81
97,31.44
98,32.54
99,31.68
100,32.2
