Round,Accuracy
1,13.24
2,11.39
3,7.24
4,19.43
5,18.45
6,16.99
7,18.77
8,22.84
9,22.13
10,20.52
11,20.81
12,18.05
13,18.98
14,18.79
15,20.20
16,18.31
17,18.31
18,16.00
19,18.29
20,15.75
21,18.49
22,20.08
23,21.52
24,17.69
25,16.66
26,18.02
27,18.30
28,19.89
29,20.32
30,19.05
31,21.81
32,20.60
33,17.94
34,18.16
35,20.18
36,21.98
37,24.16
38,24.20
39,23.66
40,22.82
41,21.84
42,21.46
43,22.57
44,23.43
45,24.68
46,23.48
47,22.03
48,20.39
49,21.68
50,23.40
51,24.98
52,25.13
53,23.18
54,24.50
55,23.24
56,21.93
57,23.40
58,24.00
59,26.14
60,24.62
61,27.10
62,27.27
63,28.41
64,28.58
65,29.50
66,28.39
67,25.56
68,26.32
69,30.52
70,31.70
71,30.36
72,31.94
73,30.66
74,34.14
75,34.10
76,34.14
77,34.50
78,35.20
79,34.12
80,32.55
81,33.28
82,34.74
83,36.50
84,35.72
85,34.17
86,31.21
87,31.38
88,31.87
89,30.70
90,29.84
91,31.01
92,31.08
93,30.43
94,28.39
95,28.09
96,30.52
97,30.82
98,32.21
99,30.53
100,31.65
