Round,Accuracy
1,27.428
2,30.568
3,32.66
4,34.598
5,36.342
6,37.488
7,38.246
8,39.066
9,39.472
10,40.092
11,40.738
12,41.39
13,41.932
14,42.304
15,42.572
16,43.146
17,43.59
18,44.104
19,44.4
20,44.68
21,45.184
22,45.316
23,46.124
24,46.42
25,46.68
26,46.77
27,47.176
28,47.422
29,47.788
30,47.994
31,48.206
32,48.43
33,48.802
34,48.956
35,49.114
36,49.3
37,49.662
38,49.826
39,49.926
40,50.198
41,50.43
42,50.64
43,50.708
44,50.91
45,51.09
46,51.312
47,51.412
48,51.634
49,51.744
50,51.866
51,52.228
52,52.326
53,52.594
54,52.736
55,52.904
56,53.112
57,53.214
58,53.248
59,53.574
60,53.502
61,53.81
62,53.754
63,53.986
64,54.116
65,54.23
66,54.402
67,54.632
68,54.564
69,54.762
70,55.044
71,55.2
72,55.218
73,55.554
74,55.534
75,55.576
76,55.76
77,55.994
78,56.208
79,56.174
80,56.286
81,56.336
82,56.52
83,56.506
84,56.666
85,56.686
86,56.962
87,57.07
88,57.208
89,57.078
90,57.414
91,57.454
92,57.434
93,57.808
94,57.836
95,57.898
96,57.766
97,58.048
98,58.12
99,58.312
100,58.396
