Round,Accuracy
1,9.79
2,10.13
3,15.29
4,18.32
5,18.15
6,19.67
7,21.31
8,22.3
9,20.42
10,22.85
11,22.61
12,21.87
13,22.81
14,23.96
15,23.53
16,23.96
17,23.8
18,21.19
19,22.08
20,24.98
21,22.61
22,23.97
23,21.18
24,21.59
25,22.2
26,21.74
27,21.63
28,23.6
29,22.73
30,22.35
31,25.1
32,18.89
33,18.51
34,21.9
35,24.79
36,23.98
37,22.2
38,24.12
39,22.04
40,23.98
41,23.41
42,24.66
43,23.86
44,23.71
45,23.7
46,23.14
47,24.16
48,24.83
49,24.36
50,25.87
51,24.32
52,23.64
53,22.47
54,21.91
55,22.99
56,22.32
57,24.28
58,23.77
59,21.98
60,24.32
61,22.79
62,23.8
63,24.06
64,21.76
65,22.69
66,24.0
67,24.95
68,26.21
69,23.03
70,25.26
71,25.1
72,24.56
73,23.52
74,23.78
75,23.95
76,22.67
77,23.35
78,19.94
79,20.08
80,22.24
81,21.03
82,22.77
83,23.29
84,22.91
85,21.5
86,22.02
87,21.96
88,23.72
89,22.47
90,23.56
91,22.43
92,22.81
93,22.61
94,21.01
95,21.37
96,21.64
97,21.16
98,20.16
99,21.81
100,23.25
101,22.19
102,21.04
103,21.4
104,22.32
105,20.97
106,20.55
107,22.19
108,20.88
109,20.63
110,22.74
111,23.47
112,23.11
113,20.67
114,23.86
115,22.18
116,20.43
117,23.6
118,21.39
119,21.89
120,21.35
121,21.89
122,23.06
123,22.61
124,22.19
125,21.31
126,20.38
127,21.74
128,22.88
129,22.07
130,21.78
131,19.7
132,22.32
133,21.07
134,17.94
135,20.68
136,19.4
137,20.71
138,20.99
139,19.82
140,18.49
141,19.86
142,18.92
143,19.51
144,20.3
145,21.95
146,20.89
147,20.73
148,19.43
149,18.56
150,17.6
