Round,Accuracy
1,57.76
2,66.6
3,72.16
4,79.44
5,81.28
6,83.07
7,85.0
8,85.48
9,85.77
10,85.45
11,85.59
12,86.27
13,86.22
14,86.41
15,85.76
16,85.95
17,85.96
18,85.96
19,85.83
20,85.63
21,86.7
22,86.48
23,86.3
24,85.62
25,86.12
26,85.57
27,85.75
28,85.57
29,86.3
30,85.81
31,85.87
32,85.35
33,84.97
34,85.75
35,85.57
36,85.62
37,85.22
38,85.39
39,85.01
40,84.99
41,85.18
42,84.49
43,84.65
44,85.0
45,84.38
46,84.6
47,84.84
48,84.14
49,84.29
50,84.85
51,84.73
52,84.96
53,84.88
54,84.65
55,84.84
56,85.08
57,84.79
58,84.6
59,84.62
60,83.76
61,83.7
62,83.49
63,83.45
64,83.46
65,83.61
66,83.58
67,83.43
68,83.49
69,84.07
70,84.14
71,84.37
72,84.14
73,84.08
74,83.96
75,83.95
76,83.9
77,84.56
78,85.05
79,85.13
80,84.95
81,85.42
82,84.89
83,84.74
84,84.76
85,84.8
86,85.18
87,85.13
88,84.63
89,84.34
90,84.42
91,84.52
92,84.67
93,84.96
94,84.83
95,84.31
96,83.98
97,83.86
98,83.51
99,83.77
100,83.67
