Round,Accuracy
1,9.44
2,13.72
3,12.75
4,11.8
5,14.66
6,14.14
7,13.44
8,12.92
9,12.98
10,14.71
11,15.6
12,17.34
13,17.58
14,16.47
15,20.24
16,24.48
17,22.55
18,16.72
19,15.84
20,16.13
21,18.36
22,17.28
23,15.74
24,19.98
25,23.47
26,26.0
27,26.45
28,24.26
29,26.8
30,28.01
31,28.0
32,27.77
33,28.14
34,29.76
35,29.6
36,30.65
37,34.16
38,36.48
39,35.52
40,34.91
41,33.6
42,35.23
43,33.49
44,35.01
45,35.56
46,33.9
47,34.16
48,33.87
49,30.93
50,30.37
51,31.98
52,33.06
53,32.84
54,32.73
55,31.76
56,32.09
57,30.13
58,27.51
59,28.07
60,29.19
61,28.89
62,30.94
63,30.4
64,31.31
65,30.6
66,32.32
67,32.22
68,31.35
69,31.23
70,29.9
71,30.65
72,29.23
73,29.29
74,28.59
75,27.36
76,24.78
77,25.79
78,25.88
79,24.57
80,24.9
81,24.84
82,25.11
83,24.8
84,25.98
85,25.68
86,26.46
87,26.55
88,26.69
89,26.71
90,28.83
91,28.21
92,28.56
93,29.54
94,28.76
95,28.53
96,30.84
97,31.37
98,32.41
99,33.22
100,31.77
