Round,Accuracy
1,11.89
2,14.04
3,10.96
4,12.31
5,9.48
6,9.54
7,12.62
8,14.12
9,14.11
10,12.61
11,14.86
12,16.93
13,17.39
14,20.09
15,21.59
16,18.03
17,16.88
18,13.76
19,15.81
20,17.11
21,15.52
22,18.32
23,18.24
24,17.91
25,16.7
26,18.48
27,19.54
28,20.99
29,20.39
30,21.05
31,21.19
32,20.16
33,20.54
34,20.68
35,21.7
36,21.38
37,19.08
38,18.59
39,20.66
40,21.36
41,21.0
42,23.98
43,23.24
44,27.11
45,26.02
46,26.44
47,26.59
48,29.26
49,30.0
50,30.09
51,27.73
52,29.62
53,28.8
54,25.73
55,25.84
56,24.14
57,24.1
58,25.91
59,24.05
60,25.34
61,24.88
62,23.11
63,25.32
64,27.02
65,27.89
66,28.39
67,28.52
68,28.68
69,25.54
70,23.79
71,23.93
72,24.86
73,26.19
74,24.44
75,27.12
76,25.98
77,23.67
78,22.51
79,20.99
80,21.66
81,22.23
82,25.02
83,26.92
84,24.29
85,24.12
86,25.06
87,26.46
88,26.55
89,26.74
90,30.53
91,31.04
92,29.44
93,29.12
94,27.85
95,28.22
96,25.82
97,26.64
98,27.42
99,27.04
100,26.63
