1 35.67
2 36.07
3 49.99
4 52.65
5 54.22
6 55.75
7 58.69
8 58.29
9 56.72
10 56.39
11 57.78
12 61.27
13 61.11
14 61.2
15 61.59
16 61.04
17 59.85
18 62.01
19 61.95
20 59.92
21 60.93
22 60.43
23 60.13
24 59.5
25 60.41
26 59.58
27 57.01
28 59.82
29 59.49
30 57.44
31 58.27
32 60.19
33 58.6
34 58.97
35 57.73
36 59.0
37 59.39
38 58.58
39 59.02
40 58.78
41 58.88
42 57.87
43 55.9
44 56.18
45 57.9
46 58.8
47 57.51
48 58.15
49 57.68
50 57.86
51 57.38
52 58.61
53 57.72
54 57.41
55 57.99
56 57.7
57 56.15
58 57.72
59 57.49
60 57.82
61 56.25
62 57.48
63 56.81
64 57.36
65 55.82
66 57.48
67 57.98
68 56.87
69 56.74
70 56.19
71 56.82
72 56.16
73 57.21
74 57.26
75 57.53
76 56.69
77 57.5
78 56.57
79 56.92
80 56.67
81 56.71
82 56.66
83 56.08
84 56.48
85 56.41
86 56.66
87 54.57
88 56.96
89 56.35
90 57.22
91 56.97
92 54.91
93 56.84
94 57.29
95 57.38
96 55.58
97 56.08
98 56.61
99 56.19
100 55.84
101 56.57
102 56.71
103 57.02
104 56.42
105 56.28
106 55.97
107 56.08
108 56.35
109 56.72
110 54.92
111 55.82
112 53.07
113 56.49
114 56.75
115 55.19
116 56.81
117 54.24
118 56.13
119 56.77
120 55.88
121 56.4
122 55.05
123 56.32
124 55.35
125 56.0
