1 38.68
2 43.79
3 50.05
4 54.85
5 54.74
6 55.49
7 55.84
8 60.32
9 60.04
10 60.85
11 62.56
12 60.36
13 62.61
14 62.26
15 62.76
16 60.98
17 61.88
18 62.91
19 61.96
20 60.65
21 61.52
22 61.13
23 60.78
24 60.33
25 60.89
26 59.87
27 61.06
28 60.6
29 60.18
30 59.83
31 58.92
32 61.02
33 60.06
34 59.18
35 59.25
36 56.38
37 58.33
38 58.66
39 59.81
40 59.09
41 58.61
42 59.13
43 58.73
44 58.49
45 58.59
46 57.91
47 58.6
48 59.2
49 58.42
50 57.55
51 58.25
52 58.23
53 58.12
54 58.44
55 58.38
56 58.24
57 58.46
58 57.9
59 57.8
60 57.72
61 58.16
62 57.83
63 57.12
64 57.32
65 57.2
66 57.96
67 57.3
68 55.51
69 57.15
70 57.47
71 57.14
72 56.81
73 56.44
74 57.36
75 56.49
76 57.63
77 57.95
78 56.92
79 56.28
80 56.79
81 56.42
82 57.77
83 57.85
84 56.84
85 55.5
86 57.37
87 55.38
88 57.57
89 58.13
90 57.36
91 56.76
92 56.96
93 56.22
94 57.0
95 57.33
96 57.74
97 56.55
98 54.77
99 56.44
100 56.72
101 57.52
102 57.19
103 55.87
104 56.2
105 57.44
106 55.94
107 57.23
108 57.4
109 57.39
110 56.76
111 56.78
112 57.13
113 56.29
114 57.63
115 56.84
116 57.66
117 57.37
118 56.99
119 57.26
120 56.31
121 56.0
122 55.62
123 56.12
124 57.39
125 56.32
