Round,Accuracy
1,29.166666666666668
2,31.133333333333333
3,32.766666666666666
4,33.65555555555556
5,34.666666666666664
6,35.58888888888889
7,36.12222222222222
8,37.01111111111111
9,37.388888888888886
10,38.17777777777778
11,38.82222222222222
12,39.144444444444446
13,39.78888888888889
14,40.36666666666667
15,40.84444444444444
16,40.96666666666667
17,41.611111111111114
18,41.78888888888889
19,42.01111111111111
20,42.62222222222222
21,42.544444444444444
22,42.74444444444445
23,43.43333333333333
24,43.577777777777776
25,43.644444444444446
26,44.522222222222226
27,44.32222222222222
28,44.48888888888889
29,45.044444444444444
30,45.01111111111111
31,45.25555555555555
32,45.05555555555556
33,45.37777777777778
34,45.611111111111114
35,45.91111111111111
36,46.333333333333336
37,46.44444444444444
38,46.7
39,46.74444444444445
40,46.87777777777778
41,47.24444444444445
42,47.15555555555556
43,47.166666666666664
44,47.41111111111111
45,47.56666666666667
46,47.71111111111111
47,47.68888888888889
48,47.93333333333333
49,48.022222222222226
50,48.24444444444445
51,48.12222222222222
52,48.522222222222226
53,48.6
54,48.63333333333333
55,48.71111111111111
56,48.75555555555555
57,48.766666666666666
58,48.84444444444444
59,49.233333333333334
60,49.27777777777778
61,49.2
62,49.48888888888889
63,49.21111111111111
64,49.644444444444446
65,49.58888888888889
66,49.74444444444445
67,49.388888888888886
68,49.922222222222224
69,49.96666666666667
70,50.03333333333333
71,49.87777777777778
72,50.044444444444444
73,50.3
74,50.266666666666666
75,50.666666666666664
76,50.48888888888889
77,51.05555555555556
78,50.733333333333334
79,50.8
80,50.81111111111111
81,51.15555555555556
82,51.05555555555556
83,50.855555555555554
84,51.01111111111111
85,51.233333333333334
86,51.27777777777778
87,50.87777777777778
88,51.25555555555555
89,51.522222222222226
90,51.63333333333333
91,51.644444444444446
92,51.32222222222222
93,52.13333333333333
94,52.077777777777776
95,51.87777777777778
96,52.2
97,52.13333333333333
98,52.111111111111114
99,52.32222222222222
100,52.15555555555556
101,52.111111111111114
102,52.18888888888889
103,52.32222222222222
104,52.32222222222222
105,52.32222222222222
106,52.48888888888889
107,52.5
108,52.46666666666667
109,52.77777777777778
110,52.544444444444444
111,52.644444444444446
112,53.111111111111114
113,52.71111111111111
114,53.144444444444446
115,53.044444444444444
116,52.855555555555554
117,53.22222222222222
118,53.2
119,53.25555555555555
120,53.53333333333333
121,53.7
122,53.611111111111114
123,53.611111111111114
124,53.666666666666664
125,53.666666666666664
126,53.78888888888889
127,53.86666666666667
128,54.022222222222226
129,53.87777777777778
130,54.03333333333333
131,54.044444444444444
132,54.28888888888889
133,54.17777777777778
134,54.13333333333333
135,54.077777777777776
136,54.266666666666666
137,54.388888888888886
138,54.71111111111111
139,54.31111111111111
140,54.43333333333333
141,55.15555555555556
142,54.56666666666667
143,54.56666666666667
144,54.93333333333333
145,54.955555555555556
146,55.24444444444445
147,54.91111111111111
148,54.96666666666667
149,55.25555555555555
150,55.333333333333336
