Round,Accuracy
1,70.26666666666667
2,76.68888888888888
3,81.46666666666667
4,84.92222222222222
5,86.95555555555555
6,87.85555555555555
7,88.14444444444445
8,88.52222222222223
9,88.8
10,88.88888888888889
11,89.3
12,89.47777777777777
13,89.66666666666667
14,89.83333333333333
15,90.0
16,90.12222222222222
17,90.23333333333333
18,90.52222222222223
19,90.47777777777777
20,90.61111111111111
21,90.7
22,90.92222222222222
23,90.96666666666667
24,91.0111111111111
25,91.12222222222222
26,91.22222222222223
27,91.27777777777777
28,91.46666666666667
29,91.41111111111111
30,91.42222222222222
31,91.6
32,91.54444444444445
33,91.64444444444445
34,91.68888888888888
35,91.7
36,91.8
37,91.85555555555555
38,91.94444444444444
39,91.83333333333333
40,91.94444444444444
41,91.9888888888889
42,92.1
43,92.12222222222222
44,92.14444444444445
45,92.41111111111111
46,92.35555555555555
47,92.18888888888888
48,92.31111111111112
49,92.4
50,92.42222222222222
51,92.43333333333334
52,92.38888888888889
53,92.5
54,92.4
55,92.44444444444444
56,92.54444444444445
57,92.61111111111111
58,92.5111111111111
59,92.7
60,92.73333333333333
61,92.73333333333333
62,92.87777777777778
63,92.72222222222223
64,92.81111111111112
65,92.88888888888889
66,92.73333333333333
67,92.86666666666666
68,92.9
69,92.93333333333334
70,93.0
71,93.06666666666666
72,93.03333333333333
73,93.17777777777778
74,93.12222222222222
75,93.24444444444444
76,93.12222222222222
77,93.21111111111111
78,93.3
79,93.15555555555555
80,93.23333333333333
81,93.08888888888889
82,93.23333333333333
83,93.34444444444445
84,93.43333333333334
85,93.38888888888889
86,93.33333333333333
87,93.3
88,93.22222222222223
89,93.4
90,93.41111111111111
91,93.35555555555555
92,93.35555555555555
93,93.43333333333334
94,93.4
95,93.33333333333333
96,93.32222222222222
97,93.3
98,93.28888888888889
99,93.25555555555556
100,93.23333333333333
101,93.25555555555556
102,93.25555555555556
103,93.34444444444445
104,93.26666666666667
105,93.28888888888889
106,93.35555555555555
107,93.27777777777777
108,93.25555555555556
109,93.3
110,93.33333333333333
111,93.41111111111111
112,93.37777777777778
113,93.5111111111111
114,93.57777777777778
115,93.56666666666666
116,93.42222222222222
117,93.46666666666667
118,93.56666666666666
119,93.64444444444445
120,93.52222222222223
121,93.56666666666666
122,93.56666666666666
123,93.5
124,93.58888888888889
125,93.58888888888889
126,93.74444444444444
127,93.65555555555555
128,93.64444444444445
129,93.67777777777778
130,93.64444444444445
131,93.68888888888888
132,93.64444444444445
133,93.76666666666667
134,93.61111111111111
135,93.71111111111111
136,93.77777777777777
137,93.68888888888888
138,94.03333333333333
139,93.94444444444444
140,93.91111111111111
141,93.92222222222222
142,93.93333333333334
143,93.9888888888889
144,93.85555555555555
145,93.95555555555555
146,94.04444444444445
147,93.92222222222222
148,93.96666666666667
149,94.08888888888889
150,93.92222222222222
