Round,Accuracy
1,91.21111111111111
2,92.71111111111111
3,93.87777777777778
4,95.03333333333333
5,95.63333333333334
6,96.02222222222223
7,96.4888888888889
8,96.67777777777778
9,96.81111111111112
10,97.07777777777778
11,97.15555555555555
12,97.23333333333333
13,97.22222222222223
14,97.38888888888889
15,97.37777777777778
16,97.4888888888889
17,97.6
18,97.52222222222223
19,97.52222222222223
20,97.55555555555556
21,97.63333333333334
22,97.62222222222222
23,97.62222222222222
24,97.63333333333334
25,97.73333333333333
26,97.67777777777778
27,97.66666666666667
28,97.68888888888888
29,97.65555555555555
30,97.72222222222223
31,97.71111111111111
32,97.64444444444445
33,97.7
34,97.75555555555556
35,97.72222222222223
36,97.77777777777777
37,97.78888888888889
38,97.73333333333333
39,97.72222222222223
40,97.8
41,97.73333333333333
42,97.82222222222222
43,97.77777777777777
44,97.75555555555556
45,97.83333333333333
46,97.8
47,97.83333333333333
48,97.87777777777778
49,97.84444444444445
50,97.82222222222222
51,97.88888888888889
52,97.81111111111112
53,97.81111111111112
54,97.83333333333333
55,97.85555555555555
56,97.85555555555555
57,97.86666666666666
58,97.87777777777778
59,97.87777777777778
60,97.83333333333333
61,97.84444444444445
62,97.87777777777778
63,97.83333333333333
64,97.88888888888889
65,97.86666666666666
66,97.83333333333333
67,97.87777777777778
68,97.85555555555555
69,97.84444444444445
70,97.87777777777778
71,97.86666666666666
72,97.86666666666666
73,97.85555555555555
74,97.85555555555555
75,97.84444444444445
76,97.82222222222222
77,97.9
78,97.87777777777778
79,97.85555555555555
80,97.85555555555555
81,97.85555555555555
82,97.86666666666666
83,97.85555555555555
84,97.88888888888889
85,97.9
86,97.87777777777778
87,97.93333333333334
88,97.87777777777778
89,97.91111111111111
90,97.91111111111111
91,97.9
92,97.9
93,97.9
94,97.88888888888889
95,97.88888888888889
96,97.87777777777778
97,97.87777777777778
98,97.92222222222222
99,97.92222222222222
100,97.92222222222222
101,97.9
102,97.9
103,97.91111111111111
104,97.88888888888889
105,97.88888888888889
106,97.9
107,97.91111111111111
108,97.92222222222222
109,97.92222222222222
110,97.91111111111111
111,97.9
112,97.9
113,97.91111111111111
114,97.91111111111111
115,97.91111111111111
116,97.9
117,97.92222222222222
118,97.92222222222222
119,97.9
120,97.92222222222222
121,97.92222222222222
122,97.91111111111111
123,97.91111111111111
124,97.93333333333334
125,97.94444444444444
126,97.93333333333334
127,97.94444444444444
128,97.94444444444444
129,97.93333333333334
130,97.94444444444444
131,97.93333333333334
132,97.94444444444444
133,97.91111111111111
134,97.93333333333334
135,97.94444444444444
136,97.94444444444444
137,97.94444444444444
138,97.95555555555555
139,97.93333333333334
140,97.95555555555555
141,97.93333333333334
142,97.94444444444444
143,97.94444444444444
144,97.94444444444444
145,97.95555555555555
146,97.96666666666667
147,97.93333333333334
148,97.94444444444444
149,97.93333333333334
150,97.96666666666667
151,97.95555555555555
152,97.95555555555555
153,97.94444444444444
154,97.97777777777777
155,97.95555555555555
156,97.94444444444444
157,97.97777777777777
158,97.95555555555555
159,97.94444444444444
160,97.96666666666667
161,97.95555555555555
162,97.95555555555555
163,97.96666666666667
164,97.95555555555555
165,97.94444444444444
166,97.96666666666667
167,97.95555555555555
168,97.97777777777777
169,97.95555555555555
170,97.95555555555555
171,97.95555555555555
172,97.95555555555555
173,97.96666666666667
174,97.95555555555555
175,97.96666666666667
176,97.95555555555555
177,97.95555555555555
178,97.94444444444444
179,97.94444444444444
180,97.94444444444444
181,97.95555555555555
182,97.94444444444444
183,97.94444444444444
184,97.93333333333334
185,97.94444444444444
186,97.93333333333334
187,97.95555555555555
188,97.95555555555555
189,97.94444444444444
190,97.94444444444444
191,97.93333333333334
192,97.94444444444444
193,97.94444444444444
194,97.94444444444444
195,97.94444444444444
196,97.94444444444444
197,97.94444444444444
198,97.94444444444444
199,97.94444444444444
200,97.94444444444444
